,ID,Name,Status,Latitude,Longitude,Maximum.Wind,date_time,diff,rapid_int,i,n,persistence,product,Initial.Max,speed,speed_z,speed_m,Jday,Maximum.Wind_p,Latitude_p,Longitude_p
8543,AL131981,              EMILY, HU,35.3,-62.7,70,9/4/1981 6:00,10,0,16,47,5,325,65,17.14475812,0.037996212,9.266243887,7,65,34.6,-63.6
8544,AL131981,              EMILY, HU,36.2,-61.9,70,9/4/1981 12:00,10,0,17,47,10,700,70,20.26083799,0.037595332,9.266243887,7,70,35.3,-62.7
8545,AL131981,              EMILY, HU,37.1,-61.2,70,9/4/1981 18:00,10,0,18,47,5,350,70,19.61261573,0.037799458,9.266243887,7,70,36.2,-61.9
8546,AL131981,              EMILY, HU,38.2,-60.9,75,9/5/1981 0:00,10,0,19,47,0,0,70,20.09904212,0.038138921,9.266243887,6,70,37.1,-61.2
8547,AL131981,              EMILY, HU,38.6,-60.8,75,9/5/1981 6:00,5,0,20,47,5,375,75,19.94778961,0.038541886,9.266243887,6,75,38.2,-60.9
8548,AL131981,              EMILY, HU,39,-60.8,75,9/5/1981 12:00,5,0,21,47,5,375,75,14.2041084,0.038906813,9.266243887,6,75,38.6,-60.8
8549,AL131981,              EMILY, HU,39.4,-59.9,80,9/5/1981 18:00,10,0,22,47,0,0,75,7.448281843,0.039300656,9.266243887,6,75,39,-60.8
8550,AL131981,              EMILY, HU,39.9,-59,80,9/6/1981 0:00,5,0,23,47,5,400,80,9.846563239,0.039429534,9.266243887,5,80,39.4,-59.9
8551,AL131981,              EMILY, HU,40.3,-58.4,80,9/6/1981 6:00,5,0,24,47,5,400,80,15.34312323,0.039550725,9.266243887,5,80,39.9,-59
8552,AL131981,              EMILY, HU,40.8,-58,80,9/6/1981 12:00,5,0,25,47,0,0,80,13.54278943,0.039664205,9.266243887,5,80,40.3,-58.4
8553,AL131981,              EMILY, HU,41.2,-57.4,75,9/6/1981 18:00,-5,0,26,47,0,0,80,10.9277185,0.039795178,9.266243887,5,80,40.8,-58
8563,AL131981,              EMILY, TS,40.9,-49.1,50,9/9/1981 6:00,-10,0,36,47,0,0,80,16.198292,0.040240996,9.266243887,2,55,41,-50.2
8566,AL131981,              EMILY, TS,41.2,-45.9,45,9/10/1981 0:00,-10,0,39,47,0,0,80,15.42442206,0.040020722,9.266243887,1,50,41,-46.9
8570,AL131981,              EMILY, TS,42.2,-43.3,40,9/11/1981 0:00,-5,0,43,47,0,0,80,10.57281617,0.040197503,9.266243887,0,40,42.7,-44
8571,AL131981,              EMILY, TS,42.1,-42.7,35,9/11/1981 6:00,-5,0,44,47,0,0,80,10.64156705,0.040280076,9.266243887,0,40,42.2,-43.3
8573,AL131984,             GUSTAV, TD,28.6,-65.5,30,9/16/1984 18:00,NA,NA,1,11,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
8574,AL131984,             GUSTAV, TD,29.6,-65.5,30,9/17/1984 0:00,NA,NA,2,11,NA,NA,30,219.947384,0.040254514,9.266243887,7,30,28.6,-65.5
8575,AL131984,             GUSTAV, TD,30.3,-65.5,30,9/17/1984 6:00,NA,NA,3,11,NA,NA,30,218.5797836,0.040303676,9.266243887,7,30,29.6,-65.5
8576,AL131984,             GUSTAV, TD,31.3,-65.2,30,9/17/1984 12:00,NA,NA,4,11,0,0,30,15.75261461,0.033988597,9.266243887,7,30,30.3,-65.5
8577,AL131984,             GUSTAV, TD,32.1,-64.7,30,9/17/1984 18:00,0,0,5,11,0,0,30,15.93383126,0.034732258,9.266243887,7,30,31.3,-65.2
8578,AL131984,             GUSTAV, TD,32.1,-64.7,30,9/18/1984 0:00,0,0,6,11,0,0,30,17.8436481,0.035227691,9.266243887,8,30,32.1,-64.7
8579,AL131984,             GUSTAV, TD,32.1,-64.7,30,9/18/1984 6:00,0,0,7,11,0,0,30,8.395867743,0.035898896,9.266243887,8,30,32.1,-64.7
8580,AL131984,             GUSTAV, TD,32.1,-64.7,30,9/18/1984 12:00,0,0,8,11,0,0,30,0,0.036404401,9.266243887,8,30,32.1,-64.7
8581,AL131984,             GUSTAV, TS,32.1,-64.7,45,9/18/1984 18:00,15,0,9,11,0,0,30,0,0.036404401,9.266243887,8,30,32.1,-64.7
8582,AL131984,             GUSTAV, TS,33.2,-63.6,45,9/19/1984 0:00,15,0,10,11,15,675,45,0,0.036404401,9.266243887,9,45,32.1,-64.7
8583,AL131984,             GUSTAV, TS,34.6,-62.6,45,9/19/1984 6:00,15,0,11,11,15,675,45,13.32453364,0.036404401,9.266243887,9,45,33.2,-63.6
8584,AL131985,               KATE, TS,21.1,-63.8,35,11/15/1985 18:00,NA,NA,1,33,NA,NA,NA,NA,NA,NA,65,NA,NA,NA
8585,AL131985,               KATE, TS,21.6,-63.9,45,11/16/1985 0:00,NA,NA,2,33,NA,NA,35,112.1335964,0.03705304,9.266243887,66,35,21.1,-63.8
8586,AL131985,               KATE, TS,21.7,-64.2,50,11/16/1985 6:00,NA,NA,3,33,NA,NA,45,120.9252157,0.037799458,9.266243887,66,45,21.6,-63.9
8587,AL131985,               KATE, TS,21.5,-64.8,55,11/16/1985 12:00,NA,NA,4,33,15,750,50,6.543677246,0.027161665,9.266243887,66,50,21.7,-64.2
8588,AL131985,               KATE, HU,21.1,-65.3,70,11/16/1985 18:00,35,1,5,33,10,550,55,7.811798174,0.027680291,9.266243887,66,55,21.5,-64.8
8589,AL131985,               KATE, HU,20.7,-66,75,11/17/1985 0:00,30,1,6,33,20,1400,70,10.99871641,0.027783011,9.266243887,67,70,21.1,-65.3
8590,AL131985,               KATE, HU,20.4,-66.4,75,11/17/1985 6:00,25,0,7,33,20,1500,75,12.75024355,0.027577236,9.266243887,67,75,20.7,-66
8591,AL131985,               KATE, HU,20.7,-67.3,75,11/17/1985 12:00,20,0,8,33,5,375,75,11.52929026,0.027161665,9.266243887,67,75,20.4,-66.4
8592,AL131985,               KATE, HU,21.1,-68.8,80,11/17/1985 18:00,10,0,9,33,0,0,75,11.26843809,0.026740797,9.266243887,67,75,20.7,-67.3
8593,AL131985,               KATE, HU,21.4,-70,80,11/18/1985 0:00,5,0,10,33,5,400,80,21.78416957,0.026421719,9.266243887,68,80,21.1,-68.8
8594,AL131985,               KATE, HU,21.6,-71.8,80,11/18/1985 6:00,5,0,11,33,5,400,80,24.23301937,0.026740797,9.266243887,68,80,21.4,-70
8595,AL131985,               KATE, HU,21.6,-73.3,80,11/18/1985 12:00,5,0,12,33,0,0,80,26.30178392,0.027161665,9.266243887,68,80,21.6,-71.8
8596,AL131985,               KATE, HU,21.9,-75.1,85,11/18/1985 18:00,5,0,13,33,0,0,80,28.51061784,0.027473844,9.266243887,68,80,21.6,-73.3
8597,AL131985,               KATE, HU,22.1,-76.8,95,11/19/1985 0:00,15,0,14,33,5,425,85,28.53683448,0.027680291,9.266243887,69,85,21.9,-75.1
8598,AL131985,               KATE, HU,22.1,-78.4,95,11/19/1985 6:00,15,0,15,33,15,1425,95,30.45567798,0.027680291,9.266243887,69,95,22.1,-76.8
8599,AL131985,               KATE, HU,22.7,-80.2,90,11/19/1985 12:00,10,0,16,33,10,950,95,28.41192331,0.02798743,9.266243887,69,95,22.1,-78.4
8603,AL131985,               KATE, HU,25.2,-85.3,105,11/20/1985 12:00,15,0,20,33,15,1425,95,25.56175235,0.029282467,9.266243887,70,95,24.6,-84.5
8604,AL131985,               KATE, HU,26,-86,105,11/20/1985 18:00,25,0,21,33,20,2100,105,19.37166973,0.029954984,9.266243887,70,105,25.2,-85.3
8605,AL131985,               KATE, HU,26.8,-86.5,105,11/21/1985 0:00,20,0,22,33,10,1050,105,18.06061962,0.030609615,9.266243887,71,105,26,-86
8606,AL131985,               KATE, HU,27.5,-86.6,100,11/21/1985 6:00,5,0,23,33,0,0,105,17.87962168,0.031156193,9.266243887,71,105,26.8,-86.5
8616,AL131987,              FLOYD, TD,15,-82.6,25,10/9/1987 6:00,NA,NA,1,20,NA,NA,NA,NA,NA,NA,28,NA,NA,NA
8617,AL131987,              FLOYD, TD,14.5,-82.5,25,10/9/1987 12:00,NA,NA,2,20,NA,NA,25,197.1338411,0.037490518,9.266243887,28,25,15,-82.6
8618,AL131987,              FLOYD, TD,14.1,-82.1,25,10/9/1987 18:00,NA,NA,3,20,NA,NA,25,202.8733094,0.037220499,9.266243887,28,25,14.5,-82.5
8619,AL131987,              FLOYD, TD,14.4,-81.8,25,10/10/1987 0:00,NA,NA,4,20,0,0,25,9.468884616,0.020218171,9.266243887,29,25,14.1,-82.1
8620,AL131987,              FLOYD, TD,15.3,-82.2,30,10/10/1987 6:00,5,0,5,20,0,0,25,6.349157781,0.019603941,9.266243887,29,25,14.4,-81.8
8621,AL131987,              FLOYD, TS,16,-82.2,35,10/10/1987 12:00,10,0,6,20,5,150,30,11.15555576,0.019108248,9.266243887,29,30,15.3,-82.2
8622,AL131987,              FLOYD, TS,16.8,-83.5,35,10/10/1987 18:00,10,0,7,20,10,350,35,15.25131761,0.019480372,9.266243887,29,35,16,-82.2
8623,AL131987,              FLOYD, TS,17.6,-83.9,40,10/11/1987 0:00,15,0,8,20,5,175,35,18.0886518,0.020583764,9.266243887,30,35,16.8,-83.5
8624,AL131987,              FLOYD, TS,18.4,-84.2,40,10/11/1987 6:00,10,0,9,20,5,200,40,21.1472166,0.021427966,9.266243887,30,40,17.6,-83.9
8625,AL131987,              FLOYD, TS,19.4,-84.5,45,10/11/1987 12:00,10,0,10,20,5,200,40,16.06340816,0.022377074,9.266243887,30,40,18.4,-84.2
8626,AL131987,              FLOYD, TS,20.5,-84.5,50,10/11/1987 18:00,15,0,11,20,5,225,45,17.49264263,0.023308728,9.266243887,30,45,19.4,-84.5
8627,AL131987,              FLOYD, TS,21.7,-84.3,55,10/12/1987 0:00,15,0,12,20,10,500,50,19.6348376,0.024222202,9.266243887,31,50,20.5,-84.5
8628,AL131987,              FLOYD, TS,23,-84,60,10/12/1987 6:00,20,0,13,20,10,550,55,21.38287837,0.025337399,9.266243887,31,55,21.7,-84.3
8629,AL131987,              FLOYD, HU,24,-82.9,65,10/12/1987 12:00,20,0,14,20,10,600,60,23.56182088,0.026528401,9.266243887,31,60,23,-84
8630,AL131987,              FLOYD, HU,24.7,-81.5,65,10/12/1987 18:00,15,0,15,20,10,650,65,24.43565243,0.027783011,9.266243887,31,65,24,-82.9
8631,AL131987,              FLOYD, TS,25.3,-79.9,60,10/13/1987 0:00,5,0,16,20,5,325,65,26.40053542,0.02908709,9.266243887,32,65,24.7,-81.5
8634,AL131988,            UNNAMED, TD,20.3,-84.7,25,5/31/1988 12:00,NA,NA,1,9,NA,NA,NA,NA,NA,NA,102,NA,NA,NA
8635,AL131988,            UNNAMED, TD,21,-84,25,5/31/1988 18:00,NA,NA,2,9,NA,NA,25,106.6991725,0.033601178,9.266243887,102,25,20.3,-84.7
8636,AL131988,            UNNAMED, TD,21,-84,25,6/1/1988 0:00,NA,NA,3,9,NA,NA,25,114.9034771,0.034659782,9.266243887,101,25,21,-84
8637,AL131988,            UNNAMED, TD,21.4,-83.6,25,6/1/1988 6:00,NA,NA,4,9,0,0,25,8.883285826,0.026314714,9.266243887,101,25,21,-84
8638,AL131988,            UNNAMED, TD,21.5,-83.4,25,6/1/1988 12:00,0,0,5,9,0,0,25,5.067504812,0.02705694,9.266243887,101,25,21.4,-83.6
8639,AL131988,            UNNAMED, TD,22.5,-82.5,25,6/1/1988 18:00,0,0,6,9,0,0,25,6.950959442,0.02705694,9.266243887,101,25,21.5,-83.4
8640,AL131988,            UNNAMED, TD,23,-82,25,6/2/1988 0:00,0,0,7,9,0,0,25,13.90208799,0.027473844,9.266243887,100,25,22.5,-82.5
8641,AL131988,            UNNAMED, TD,24,-81,20,6/2/1988 6:00,-5,0,8,9,0,0,25,18.36687679,0.027577236,9.266243887,100,25,23,-82
8643,AL131989,            UNNAMED, TD,11.9,-43,25,10/2/1989 0:00,NA,NA,1,15,NA,NA,NA,NA,NA,NA,21,NA,NA,NA
8644,AL131989,            UNNAMED, TD,12,-45.1,25,10/2/1989 6:00,NA,NA,2,15,NA,NA,25,351.8820731,0.030049607,9.266243887,21,25,11.9,-43
8645,AL131989,            UNNAMED, TD,12.5,-46.5,25,10/2/1989 12:00,NA,NA,3,15,NA,NA,25,328.2024229,0.030975507,9.266243887,21,25,12,-45.1
8646,AL131989,            UNNAMED, TD,13.2,-47.6,25,10/2/1989 18:00,NA,NA,4,15,0,0,25,32.1828975,0.016317955,9.266243887,21,25,12.5,-46.5
8647,AL131989,            UNNAMED, TD,14,-48.4,30,10/3/1989 0:00,5,0,5,15,0,0,25,25.19377266,0.016447002,9.266243887,22,25,13.2,-47.6
8648,AL131989,            UNNAMED, TD,14.9,-49.1,30,10/3/1989 6:00,5,0,6,15,5,150,30,22.06477752,0.017089189,9.266243887,22,30,14,-48.4
8649,AL131989,            UNNAMED, TD,16,-49.9,30,10/3/1989 12:00,5,0,7,15,5,150,30,20.73486644,0.017979461,9.266243887,22,30,14.9,-49.1
8650,AL131989,            UNNAMED, TD,17,-50.6,30,10/3/1989 18:00,5,0,8,15,0,0,30,22.88407969,0.018983738,9.266243887,22,30,16,-49.9
8651,AL131989,            UNNAMED, TD,17.9,-50.9,30,10/4/1989 0:00,0,0,9,15,0,0,30,23.60582539,0.020095812,9.266243887,23,30,17,-50.6
8652,AL131989,            UNNAMED, TD,18.7,-51,30,10/4/1989 6:00,0,0,10,15,0,0,30,19.71097345,0.021427966,9.266243887,23,30,17.9,-50.9
8653,AL131989,            UNNAMED, TD,19.5,-50.9,30,10/4/1989 12:00,0,0,11,15,0,0,30,16.14283058,0.022611652,9.266243887,23,30,18.7,-51
8654,AL131989,            UNNAMED, TD,20.4,-50.8,30,10/4/1989 18:00,0,0,12,15,0,0,30,14.82599022,0.02365345,9.266243887,23,30,19.5,-50.9
8655,AL131989,            UNNAMED, TD,21.3,-50.3,30,10/5/1989 0:00,0,0,13,15,0,0,30,15.84911674,0.024559923,9.266243887,24,30,20.4,-50.8
8656,AL131989,            UNNAMED, TD,22.1,-49.6,30,10/5/1989 6:00,0,0,14,15,0,0,30,17.47423436,0.025447241,9.266243887,24,30,21.3,-50.3
8657,AL131989,            UNNAMED, TD,22.3,-49.4,25,10/5/1989 12:00,-5,0,15,15,0,0,30,18.85561162,0.026421719,9.266243887,24,30,22.1,-49.6
8658,AL131990,              KLAUS, TD,15.6,-59.3,30,10/3/1990 12:00,NA,NA,1,25,NA,NA,NA,NA,NA,NA,22,NA,NA,NA
8659,AL131990,              KLAUS, TS,16.2,-59.6,35,10/3/1990 18:00,NA,NA,2,25,NA,NA,30,104.1679714,0.028190486,9.266243887,22,30,15.6,-59.3
8660,AL131990,              KLAUS, TS,16.4,-59.8,45,10/4/1990 0:00,NA,NA,3,25,NA,NA,35,105.5680266,0.028392167,9.266243887,23,35,16.2,-59.6
8661,AL131990,              KLAUS, TS,16.5,-60.1,50,10/4/1990 6:00,NA,NA,4,25,15,675,45,8.647948781,0.020947102,9.266243887,23,45,16.4,-59.8
8662,AL131990,              KLAUS, TS,16.6,-60.4,50,10/4/1990 12:00,20,0,5,25,15,750,50,5.243319233,0.021666838,9.266243887,23,50,16.5,-60.1
8663,AL131990,              KLAUS, TS,16.8,-60.7,55,10/4/1990 18:00,20,0,6,25,5,250,50,5.643743764,0.021904657,9.266243887,23,50,16.6,-60.4
8664,AL131990,              KLAUS, TS,16.9,-60.9,55,10/5/1990 0:00,10,0,7,25,5,275,55,6.008386588,0.022023165,9.266243887,24,55,16.8,-60.7
8665,AL131990,              KLAUS, TS,17,-61.1,60,10/5/1990 6:00,10,0,8,25,5,275,55,5.235509313,0.022141405,9.266243887,24,55,16.9,-60.9
8666,AL131990,              KLAUS, HU,17.2,-61.2,70,10/5/1990 12:00,20,0,9,25,5,300,60,4.00145678,0.022377074,9.266243887,24,60,17,-61.1
8667,AL131990,              KLAUS, HU,17.4,-61.4,70,10/5/1990 18:00,15,0,10,25,15,1050,70,3.845909376,0.022494499,9.266243887,24,70,17.2,-61.2
8668,AL131990,              KLAUS, HU,17.7,-61.6,65,10/6/1990 0:00,10,0,11,25,10,700,70,4.55961028,0.022611652,9.266243887,25,70,17.4,-61.4
8674,AL131990,              KLAUS, TS,18.9,-63.8,50,10/7/1990 12:00,-10,0,17,25,0,0,70,7.262104584,0.024447647,9.266243887,26,55,18.8,-63.1
8679,AL131990,              KLAUS, TS,21.9,-70.1,45,10/8/1990 18:00,5,0,22,25,10,700,70,27.56106998,0.025665997,9.266243887,27,40,21.1,-68.9
8680,AL131990,              KLAUS, TS,22.6,-71.2,45,10/9/1990 0:00,15,0,23,25,15,1050,70,26.4199042,0.026421719,9.266243887,28,45,21.9,-70.1
8681,AL131990,              KLAUS, TS,23.4,-72.3,45,10/9/1990 6:00,15,0,24,25,5,350,70,24.17544642,0.027161665,9.266243887,28,45,22.6,-71.2
8682,AL131990,              KLAUS, TS,24.5,-73.4,35,10/9/1990 12:00,-5,0,25,25,0,0,70,23.39021251,0.02798743,9.266243887,28,45,23.4,-72.3
8683,AL131995,               LUIS, TD,11.3,-22.7,25,8/27/1995 12:00,NA,NA,1,65,NA,NA,NA,NA,NA,NA,15,NA,NA,NA
8684,AL131995,               LUIS, TD,11.1,-23.8,25,8/27/1995 18:00,NA,NA,2,65,NA,NA,25,450.4865994,0.029476416,9.266243887,15,25,11.3,-22.7
8685,AL131995,               LUIS, TD,11,-24.3,25,8/28/1995 0:00,NA,NA,3,65,NA,NA,25,452.2779386,0.030517206,9.266243887,14,25,11.1,-23.8
8686,AL131995,               LUIS, TD,10.9,-24.9,25,8/28/1995 6:00,NA,NA,4,65,0,0,25,14.80934845,0.015539564,9.266243887,14,25,11,-24.3
8687,AL131995,               LUIS, TD,11.1,-26,30,8/28/1995 12:00,5,0,5,65,0,0,25,10.17576871,0.015278568,9.266243887,14,25,10.9,-24.9
8688,AL131995,               LUIS, TD,11.4,-27.5,30,8/28/1995 18:00,5,0,6,65,5,150,30,15.48828642,0.01514779,9.266243887,14,30,11.1,-26
8689,AL131995,               LUIS, TS,11.6,-29,35,8/29/1995 0:00,10,0,7,65,5,150,30,24.08710322,0.015016827,9.266243887,13,30,11.4,-27.5
8690,AL131995,               LUIS, TS,11.8,-30.5,40,8/29/1995 6:00,15,0,8,65,5,175,35,27.64585578,0.015278568,9.266243887,13,35,11.6,-29
8691,AL131995,               LUIS, TS,12.2,-31.9,40,8/29/1995 12:00,10,0,9,65,10,400,40,27.48185749,0.015669779,9.266243887,13,40,11.8,-30.5
8692,AL131995,               LUIS, TS,12.7,-33.1,40,8/29/1995 18:00,10,0,10,65,5,200,40,26.87569993,0.015929636,9.266243887,13,40,12.2,-31.9
8693,AL131995,               LUIS, TS,13,-34.2,40,8/30/1995 0:00,5,0,11,65,0,0,40,24.97672629,0.016188713,9.266243887,12,40,12.7,-33.1
8694,AL131995,               LUIS, TS,13.2,-35.3,45,8/30/1995 6:00,5,0,12,65,0,0,40,22.08039416,0.01670449,9.266243887,12,40,13,-34.2
8695,AL131995,               LUIS, TS,13.4,-36.2,55,8/30/1995 12:00,15,0,13,65,5,225,45,20.40019446,0.017344618,9.266243887,12,45,13.2,-35.3
8696,AL131995,               LUIS, HU,13.7,-37,65,8/30/1995 18:00,25,0,14,65,15,825,55,18.41952505,0.017726169,9.266243887,12,55,13.4,-36.2
8697,AL131995,               LUIS, HU,14,-37.9,70,8/31/1995 0:00,30,1,15,65,20,1300,65,16.00571977,0.017979461,9.266243887,11,65,13.7,-37
8698,AL131995,               LUIS, HU,14.3,-38.8,80,8/31/1995 6:00,35,1,16,65,15,1050,70,16.28290951,0.018231874,9.266243887,11,70,14,-37.9
8699,AL131995,               LUIS, HU,14.6,-39.7,85,8/31/1995 12:00,30,1,17,65,15,1200,80,17.11203895,0.018608827,9.266243887,11,80,14.3,-38.8
8700,AL131995,               LUIS, HU,15,-40.7,95,8/31/1995 18:00,30,1,18,65,15,1275,85,17.09184728,0.018983738,9.266243887,11,85,14.6,-39.7
8701,AL131995,               LUIS, HU,15.4,-41.7,100,9/1/1995 0:00,30,1,19,65,15,1425,95,18.22652643,0.019356565,9.266243887,10,95,15,-40.7
8702,AL131995,               LUIS, HU,15.8,-42.6,105,9/1/1995 6:00,25,0,20,65,15,1500,100,19.37498637,0.019727271,9.266243887,10,100,15.4,-41.7
8703,AL131995,               LUIS, HU,16.2,-43.6,115,9/1/1995 12:00,30,1,21,65,10,1050,105,18.52167556,0.020218171,9.266243887,10,105,15.8,-42.6
8704,AL131995,               LUIS, HU,16.5,-44.7,115,9/1/1995 18:00,20,0,22,65,15,1725,115,18.49138592,0.02070513,9.266243887,10,115,16.2,-43.6
8705,AL131995,               LUIS, HU,16.8,-45.8,115,9/2/1995 0:00,15,0,23,65,10,1150,115,19.7844696,0.02118805,9.266243887,9,115,16.5,-44.7
8706,AL131995,               LUIS, HU,17,-46.9,115,9/2/1995 6:00,10,0,24,65,0,0,115,20.3213763,0.021666838,9.266243887,9,115,16.8,-45.8
8707,AL131995,               LUIS, HU,17.2,-48,115,9/2/1995 12:00,0,0,25,65,0,0,115,20.06291078,0.022023165,9.266243887,9,115,17,-46.9
8708,AL131995,               LUIS, HU,17.3,-49.2,115,9/2/1995 18:00,0,0,26,65,0,0,115,19.8440489,0.022377074,9.266243887,9,115,17.2,-48
8709,AL131995,               LUIS, HU,17.3,-50.5,115,9/3/1995 0:00,0,0,27,65,0,0,115,20.55343841,0.022611652,9.266243887,8,115,17.3,-49.2
8710,AL131995,               LUIS, HU,17.4,-51.8,120,9/3/1995 6:00,5,0,28,65,0,0,115,22.14285831,0.022845128,9.266243887,8,115,17.3,-50.5
8711,AL131995,               LUIS, HU,17.3,-53.1,120,9/3/1995 12:00,5,0,29,65,5,600,120,23.01454223,0.02296145,9.266243887,8,120,17.4,-51.8
8712,AL131995,               LUIS, HU,17.3,-54.3,120,9/3/1995 18:00,5,0,30,65,5,600,120,23.00214613,0.02296145,9.266243887,8,120,17.3,-53.1
8713,AL131995,               LUIS, HU,17.1,-55.6,120,9/4/1995 0:00,5,0,31,65,0,0,120,22.13084384,0.02307749,9.266243887,7,120,17.3,-54.3
8714,AL131995,               LUIS, HU,17,-56.8,120,9/4/1995 6:00,0,0,32,65,0,0,120,22.20690308,0.02296145,9.266243887,7,120,17.1,-55.6
8715,AL131995,               LUIS, HU,17,-58,120,9/4/1995 12:00,0,0,33,65,0,0,120,22.30926236,0.02296145,9.266243887,7,120,17,-56.8
8716,AL131995,               LUIS, HU,17,-59.1,120,9/4/1995 18:00,0,0,34,65,0,0,120,21.2816108,0.022728528,9.266243887,7,120,17,-58
8717,AL131995,               LUIS, HU,17.1,-60.1,120,9/5/1995 0:00,0,0,35,65,0,0,120,20.38099513,0.022611652,9.266243887,6,120,17,-59.1
8718,AL131995,               LUIS, HU,17.3,-61,120,9/5/1995 6:00,0,0,36,65,0,0,120,18.62683956,0.022611652,9.266243887,6,120,17.1,-60.1
8719,AL131995,               LUIS, HU,18,-62.4,115,9/5/1995 18:00,-5,0,37,65,0,0,120,17.05107588,0.022611652,9.266243887,6,120,17.3,-61
8722,AL131995,               LUIS, HU,19.4,-64.2,115,9/6/1995 12:00,-5,0,40,65,0,0,120,13.44637888,0.023767782,9.266243887,5,115,18.9,-63.6
8723,AL131995,               LUIS, HU,20.1,-64.9,115,9/6/1995 18:00,0,0,41,65,0,0,120,14.01888822,0.024222202,9.266243887,5,115,19.4,-64.2
8724,AL131995,               LUIS, HU,20.7,-65.4,115,9/7/1995 0:00,0,0,42,65,0,0,120,15.89263647,0.024783576,9.266243887,4,115,20.1,-64.9
8725,AL131995,               LUIS, HU,21.3,-66,115,9/7/1995 6:00,0,0,43,65,0,0,120,15.94403047,0.025337399,9.266243887,4,115,20.7,-65.4
8726,AL131995,               LUIS, HU,22,-66.6,110,9/7/1995 12:00,-5,0,44,65,0,0,120,14.64757776,0.026099744,9.266243887,4,115,21.3,-66
8729,AL131995,               LUIS, HU,25.8,-68.8,110,9/8/1995 6:00,-5,0,47,65,0,0,120,24.42267504,0.028089129,9.266243887,3,110,24.3,-68
8730,AL131995,               LUIS, HU,26.4,-69.3,105,9/8/1995 12:00,-5,0,48,65,0,0,120,30.90771272,0.028890295,9.266243887,3,110,25.8,-68.8
8737,AL131995,               LUIS, HU,36.5,-65.4,85,9/10/1995 6:00,-5,0,55,65,0,0,120,35.64996653,0.035702091,9.266243887,1,85,34.5,-67.2
8738,AL131995,               LUIS, HU,38.4,-63.7,80,9/10/1995 12:00,-5,0,56,65,0,0,120,42.83710498,0.036764921,9.266243887,1,85,36.5,-65.4
8741,AL131995,               LUIS, HU,47.1,-54.2,80,9/11/1995 6:00,-5,0,59,65,0,0,120,65.91553948,0.039366054,9.266243887,0,80,43.9,-57.7
8742,AL131996,              MARCO, TD,17,-79,30,11/16/1996 18:00,10,0,14,54,5,125,25,6.486370721,0.02118805,9.266243887,67,25,16.5,-79
8743,AL131996,              MARCO, TD,16.8,-79.8,30,11/17/1996 0:00,10,0,15,54,10,300,30,7.41299511,0.021666838,9.266243887,68,30,17,-79
8744,AL131996,              MARCO, TD,16.3,-80.5,30,11/17/1996 6:00,10,0,16,54,5,150,30,7.626832906,0.022023165,9.266243887,68,30,16.8,-79.8
8745,AL131996,              MARCO, TD,15.8,-80.8,30,11/17/1996 12:00,5,0,17,54,0,0,30,14.81220321,0.022611652,9.266243887,68,30,16.3,-80.5
8746,AL131996,              MARCO, TD,15,-81,30,11/17/1996 18:00,0,0,18,54,0,0,30,12.84367913,0.022377074,9.266243887,68,30,15.8,-80.8
8747,AL131996,              MARCO, TD,14.9,-81,30,11/18/1996 0:00,0,0,19,54,0,0,30,12.84568452,0.021785881,9.266243887,69,30,15,-81
8748,AL131996,              MARCO, TD,14.7,-81,30,11/18/1996 6:00,0,0,20,54,0,0,30,8.52895262,0.02118805,9.266243887,69,30,14.9,-81
8749,AL131996,              MARCO, TD,14.6,-81,30,11/18/1996 12:00,0,0,21,54,0,0,30,2.779873166,0.020218171,9.266243887,69,30,14.7,-81
8750,AL131996,              MARCO, TD,14.5,-81,30,11/18/1996 18:00,0,0,22,54,0,0,30,2.779873166,0.020095812,9.266243887,69,30,14.6,-81
8751,AL131996,              MARCO, TD,14.2,-81,30,11/19/1996 0:00,0,0,23,54,0,0,30,1.853248777,0.01985036,9.266243887,70,30,14.5,-81
8752,AL131996,              MARCO, TS,13.8,-80.9,35,11/19/1996 6:00,5,0,24,54,0,0,30,3.706497555,0.019727271,9.266243887,70,30,14.2,-81
8753,AL131996,              MARCO, TS,13.5,-80.7,45,11/19/1996 12:00,15,0,25,54,5,175,35,6.548306108,0.019603941,9.266243887,70,35,13.8,-80.9
8754,AL131996,              MARCO, TS,13.5,-80.2,55,11/19/1996 18:00,25,0,26,54,15,675,45,7.025508545,0.019232524,9.266243887,70,45,13.5,-80.7
8755,AL131996,              MARCO, TS,13.8,-79.5,60,11/20/1996 0:00,30,1,27,54,20,1100,55,6.888937634,0.018734026,9.266243887,71,55,13.5,-80.2
8756,AL131996,              MARCO, HU,13.8,-78.5,65,11/20/1996 6:00,30,1,28,54,15,900,60,11.15725791,0.01835775,9.266243887,71,60,13.8,-79.5
8757,AL131996,              MARCO, HU,14.2,-77.8,65,11/20/1996 12:00,20,0,29,54,10,650,65,15.55800255,0.01835775,9.266243887,71,65,13.8,-78.5
8758,AL131996,              MARCO, TS,14.6,-77.4,45,11/20/1996 18:00,-10,0,30,54,5,325,65,15.72761537,0.018734026,9.266243887,71,65,14.2,-77.8
8761,AL131996,              MARCO, TS,15.3,-76.6,50,11/21/1996 12:00,-15,0,33,54,0,0,65,7.095492077,0.019727271,9.266243887,72,45,15.1,-76.8
