,ID,Name,Status,Latitude,Longitude,Maximum.Wind,date_time,diff,rapid_int,i,n,persistence,product,Initial.Max,speed,speed_z,speed_m,Jday,Maximum.Wind_p,Latitude_p,Longitude_p
1609,AL032004,            CHARLEY, TS,14.9,-69.8,45,8/10/2004 18:00,15,0,6,25,10,400,40,42.40102326,0.01670449,9.266243887,31,40,13.8,-67.6
1610,AL032004,            CHARLEY, TS,15.6,-71.8,55,8/11/2004 0:00,25,0,7,25,10,450,45,44.515138,0.017599199,9.266243887,30,45,14.9,-69.8
1611,AL032004,            CHARLEY, TS,16,-73.7,55,8/11/2004 6:00,20,0,8,25,15,825,55,41.17173891,0.018734026,9.266243887,30,55,15.6,-71.8
1612,AL032004,            CHARLEY, TS,16.3,-75.4,60,8/11/2004 12:00,20,0,9,25,10,550,55,36.29206097,0.020095812,9.266243887,30,55,16,-73.7
1613,AL032004,            CHARLEY, HU,16.7,-76.8,65,8/11/2004 18:00,20,0,10,25,5,300,60,32.72290189,0.020947102,9.266243887,30,60,16.3,-75.4
1614,AL032004,            CHARLEY, HU,17.4,-78.1,65,8/12/2004 0:00,10,0,11,25,10,650,65,28.31614601,0.021427966,9.266243887,29,65,16.7,-76.8
1615,AL032004,            CHARLEY, HU,18.2,-79.3,75,8/12/2004 6:00,20,0,12,25,5,325,65,26.02331407,0.021785881,9.266243887,29,65,17.4,-78.1
1616,AL032004,            CHARLEY, HU,19.2,-80.7,80,8/12/2004 12:00,20,0,13,25,10,750,75,26.10627068,0.022259374,9.266243887,29,75,18.2,-79.3
1617,AL032004,            CHARLEY, HU,20.5,-81.6,90,8/12/2004 18:00,25,0,14,25,15,1200,80,28.30796451,0.02307749,9.266243887,29,80,19.2,-80.7
1618,AL032004,            CHARLEY, HU,21.7,-82.2,90,8/13/2004 0:00,25,0,15,25,15,1350,90,29.29994899,0.023995576,9.266243887,28,90,20.5,-81.6
1619,AL032004,            CHARLEY, HU,23,-82.6,105,8/13/2004 6:00,30,1,16,25,10,900,90,26.57470415,0.025116786,9.266243887,28,90,21.7,-82.2
1620,AL032004,            CHARLEY, HU,24.4,-82.9,95,8/13/2004 12:00,15,0,17,25,15,1575,105,24.71236528,0.026528401,9.266243887,28,105,23,-82.6
1621,AL032004,            CHARLEY, HU,26.1,-82.4,125,8/13/2004 18:00,35,1,18,25,5,525,105,25.72073659,0.027783011,9.266243887,28,95,24.4,-82.9
1622,AL032004,            CHARLEY, HU,28.1,-81.6,75,8/14/2004 0:00,-15,0,19,25,20,2500,125,28.77475598,0.02908709,9.266243887,27,125,26.1,-82.4
1626,AL032005,              CINDY, TD,18.3,-86.7,30,7/3/2005 18:00,NA,NA,1,31,NA,NA,NA,NA,NA,NA,70,NA,NA,NA
1627,AL032005,              CINDY, TD,18.6,-87.2,30,7/4/2005 0:00,NA,NA,2,31,NA,NA,30,220.4343354,0.039636559,9.266243887,69,30,18.3,-86.7
1628,AL032005,              CINDY, TD,19.3,-87.9,30,7/4/2005 6:00,NA,NA,3,31,NA,NA,30,245.1900654,0.040078887,9.266243887,69,30,18.6,-87.2
1629,AL032005,              CINDY, TD,20.9,-88.5,25,7/4/2005 12:00,NA,NA,4,31,0,0,30,14.02359453,0.024109037,9.266243887,69,30,19.3,-87.9
1631,AL032005,              CINDY, TD,23.9,-89.7,30,7/5/2005 0:00,0,0,6,31,0,0,30,29.385928,0.025227246,9.266243887,68,30,22.3,-89
1632,AL032005,              CINDY, TS,25.1,-90.2,35,7/5/2005 6:00,5,0,7,31,5,150,30,29.63816445,0.026951887,9.266243887,68,30,23.9,-89.7
1633,AL032005,              CINDY, TS,26.4,-90.4,45,7/5/2005 12:00,20,0,8,31,5,175,35,27.87116779,0.028392167,9.266243887,68,35,25.1,-90.2
1634,AL032005,              CINDY, TS,27.6,-90.5,60,7/5/2005 18:00,30,1,9,31,15,675,45,23.89791314,0.029954984,9.266243887,68,45,26.4,-90.4
1635,AL032005,              CINDY, HU,28.5,-90.3,65,7/6/2005 0:00,35,1,10,31,25,1500,60,23.29912135,0.03106604,9.266243887,67,60,27.6,-90.5
1636,AL032005,              CINDY, TS,29.6,-90,50,7/6/2005 6:00,15,0,11,31,20,1300,65,19.47647516,0.032208114,9.266243887,67,65,28.5,-90.3
1641,AL032006,              BERYL, TD,32.3,-73.3,30,7/18/2006 12:00,NA,NA,1,17,NA,NA,NA,NA,NA,NA,55,NA,NA,NA
1642,AL032006,              BERYL, TS,33,-73.3,35,7/18/2006 18:00,NA,NA,2,17,NA,NA,30,162.1882221,0.040131912,9.266243887,55,30,32.3,-73.3
1643,AL032006,              BERYL, TS,33.8,-73.5,35,7/19/2006 0:00,NA,NA,3,17,NA,NA,35,162.035324,0.040131912,9.266243887,54,35,33,-73.3
1644,AL032006,              BERYL, TS,34.5,-73.7,35,7/19/2006 6:00,NA,NA,4,17,5,175,35,13.98588782,0.036526357,9.266243887,54,35,33.8,-73.5
1645,AL032006,              BERYL, TS,35.2,-73.6,40,7/19/2006 12:00,10,0,5,17,0,0,35,14.23688266,0.036939142,9.266243887,54,35,34.5,-73.7
1646,AL032006,              BERYL, TS,35.9,-73.5,50,7/19/2006 18:00,15,0,6,17,5,200,40,12.99519603,0.037383876,9.266243887,54,40,35.2,-73.6
1647,AL032006,              BERYL, TS,36.6,-73.2,50,7/20/2006 0:00,15,0,7,17,15,750,50,13.06082158,0.037749115,9.266243887,53,50,35.9,-73.5
1648,AL032006,              BERYL, TS,37.4,-73.2,50,7/20/2006 6:00,15,0,8,17,10,500,50,13.31560604,0.038091816,9.266243887,53,50,36.6,-73.2
1649,AL032006,              BERYL, TS,38.3,-73,50,7/20/2006 12:00,10,0,9,17,0,0,50,14.07713661,0.038411772,9.266243887,53,50,37.4,-73.2
1650,AL032006,              BERYL, TS,39.1,-72.5,45,7/20/2006 18:00,-5,0,10,17,0,0,50,15.82115826,0.038708794,9.266243887,53,50,38.3,-73
1653,AL032006,              BERYL, TS,42.4,-68.4,40,7/21/2006 12:00,-10,0,13,17,0,0,50,22.60866575,0.039579819,9.266243887,52,45,41,-70.5
1654,AL032007,            CHANTAL, TD,35.5,-66.5,30,7/31/2007 0:00,NA,NA,1,23,NA,NA,NA,NA,NA,NA,42,NA,NA,NA
1655,AL032007,            CHANTAL, TS,37.1,-65.5,35,7/31/2007 6:00,NA,NA,2,23,NA,NA,30,117.3606965,0.040314267,9.266243887,42,30,35.5,-66.5
1656,AL032007,            CHANTAL, TS,39.1,-64.2,45,7/31/2007 12:00,NA,NA,3,23,NA,NA,35,121.8821014,0.040131912,9.266243887,42,35,37.1,-65.5
1657,AL032007,            CHANTAL, TS,40.7,-62.3,45,7/31/2007 18:00,NA,NA,4,23,15,675,45,37.41567875,0.038231736,9.266243887,42,45,39.1,-64.2
1658,AL032007,            CHANTAL, TS,42.5,-60,45,8/1/2007 0:00,15,0,5,23,10,450,45,40.55537589,0.038906813,9.266243887,41,45,40.7,-62.3
1659,AL032008,          CRISTOBAL, TD,31.7,-79.8,25,7/19/2008 0:00,NA,NA,1,18,NA,NA,NA,NA,NA,NA,53,NA,NA,NA
1660,AL032008,          CRISTOBAL, TD,32.2,-79.4,25,7/19/2008 6:00,NA,NA,2,18,NA,NA,25,493.6309044,0.031860672,9.266243887,53,25,31.7,-79.8
1661,AL032008,          CRISTOBAL, TS,32.4,-78.8,35,7/19/2008 12:00,NA,NA,3,18,NA,NA,25,498.3462421,0.030046541,9.266243887,53,25,32.2,-79.4
1662,AL032008,          CRISTOBAL, TS,32.8,-78.2,45,7/19/2008 18:00,NA,NA,4,18,10,350,35,10.18602713,0.036155173,9.266243887,53,35,32.4,-78.8
1663,AL032008,          CRISTOBAL, TS,33.2,-77.8,45,7/20/2008 0:00,20,0,5,18,20,900,45,10.90213497,0.036465601,9.266243887,52,45,32.8,-78.2
1664,AL032008,          CRISTOBAL, TS,33.7,-77.4,45,7/20/2008 6:00,20,0,6,18,10,450,45,10.7525215,0.036586667,9.266243887,52,45,33.2,-77.8
1665,AL032008,          CRISTOBAL, TS,34.1,-76.7,45,7/20/2008 12:00,10,0,7,18,0,0,45,10.39132489,0.036823443,9.266243887,52,45,33.7,-77.4
1666,AL032008,          CRISTOBAL, TS,34.5,-76.1,45,7/20/2008 18:00,0,0,8,18,0,0,45,11.89702391,0.03705304,9.266243887,52,45,34.1,-76.7
1667,AL032008,          CRISTOBAL, TS,34.9,-75.4,45,7/21/2008 0:00,0,0,9,18,0,0,45,12.42763771,0.037329872,9.266243887,51,45,34.5,-76.1
1668,AL032008,          CRISTOBAL, TS,35.6,-74.3,50,7/21/2008 6:00,5,0,10,18,0,0,45,12.38963009,0.037543154,9.266243887,51,45,34.9,-75.4
1669,AL032008,          CRISTOBAL, TS,36.2,-73.2,55,7/21/2008 12:00,10,0,11,18,5,250,50,17.03878276,0.037749115,9.266243887,51,50,35.6,-74.3
1670,AL032008,          CRISTOBAL, TS,36.8,-72,55,7/21/2008 18:00,10,0,12,18,10,550,55,20.49788456,0.037947717,9.266243887,51,55,36.2,-73.2
1671,AL032008,          CRISTOBAL, TS,37.4,-70.7,55,7/22/2008 0:00,10,0,13,18,5,275,55,20.47877363,0.038277445,9.266243887,50,55,36.8,-72
1672,AL032008,          CRISTOBAL, TS,38.4,-69.2,55,7/22/2008 6:00,5,0,14,18,0,0,55,21.62570692,0.038541886,9.266243887,50,55,37.4,-70.7
1673,AL032008,          CRISTOBAL, TS,40,-67,55,7/22/2008 12:00,0,0,15,18,0,0,55,25.34295483,0.038789421,9.266243887,50,55,38.4,-69.2
1674,AL032008,          CRISTOBAL, TS,41.7,-64.2,50,7/22/2008 18:00,-5,0,16,18,0,0,55,35.99893522,0.039019939,9.266243887,50,55,40,-67
1677,AL032009,               BILL, TD,11.8,-32,30,8/15/2009 6:00,NA,NA,1,44,NA,NA,NA,NA,NA,NA,27,NA,NA,NA
1678,AL032009,               BILL, TD,11.5,-33.3,30,8/15/2009 12:00,NA,NA,2,44,NA,NA,30,371.4126973,0.040362683,9.266243887,27,30,11.8,-32
1679,AL032009,               BILL, TS,11.2,-34.5,35,8/15/2009 18:00,NA,NA,3,44,NA,NA,30,360.5841748,0.040424867,9.266243887,27,30,11.5,-33.3
1680,AL032009,               BILL, TS,11.2,-35.5,35,8/16/2009 0:00,NA,NA,4,44,5,175,35,23.37129336,0.016188713,9.266243887,26,35,11.2,-34.5
1681,AL032009,               BILL, TS,11.5,-36.5,40,8/16/2009 6:00,10,0,5,44,5,175,35,20.17937765,0.015799802,9.266243887,26,35,11.2,-35.5
1682,AL032009,               BILL, TS,12,-37.8,50,8/16/2009 12:00,20,0,6,44,5,200,40,18.38141418,0.015409161,9.266243887,26,40,11.5,-36.5
1683,AL032009,               BILL, TS,12.6,-39.4,55,8/16/2009 18:00,20,0,7,44,15,750,50,22.15386741,0.015409161,9.266243887,26,50,12,-37.8
1684,AL032009,               BILL, TS,13.1,-41.3,60,8/17/2009 0:00,25,0,8,44,15,825,55,28.18692087,0.015799802,9.266243887,25,55,12.6,-39.4
1685,AL032009,               BILL, HU,13.5,-43.2,65,8/17/2009 6:00,25,0,9,44,10,600,60,33.25668439,0.016447002,9.266243887,25,60,13.1,-41.3
1686,AL032009,               BILL, HU,13.9,-44.6,75,8/17/2009 12:00,25,0,10,44,10,650,65,35.30083291,0.017217008,9.266243887,25,65,13.5,-43.2
1687,AL032009,               BILL, HU,14.4,-46,80,8/17/2009 18:00,25,0,11,44,15,1125,75,30.64337066,0.017852925,9.266243887,25,75,13.9,-44.6
1688,AL032009,               BILL, HU,14.8,-47.5,85,8/18/2009 0:00,25,0,12,44,15,1200,80,26.52493007,0.01835775,9.266243887,24,80,14.4,-46
1689,AL032009,               BILL, HU,15.3,-49,90,8/18/2009 6:00,25,0,13,44,10,850,85,27.33636477,0.018858997,9.266243887,24,85,14.8,-47.5
1690,AL032009,               BILL, HU,15.7,-50.3,95,8/18/2009 12:00,20,0,14,44,10,900,90,28.13416325,0.019480372,9.266243887,24,90,15.3,-49
1691,AL032009,               BILL, HU,16.2,-51.7,100,8/18/2009 18:00,20,0,15,44,10,950,95,26.38407724,0.019973207,9.266243887,24,95,15.7,-50.3
1692,AL032009,               BILL, HU,16.9,-52.9,105,8/19/2009 0:00,20,0,16,44,10,1000,100,25.48235486,0.020583764,9.266243887,23,100,16.2,-51.7
1693,AL032009,               BILL, HU,17.6,-54.2,115,8/19/2009 6:00,25,0,17,44,10,1050,105,25.65782416,0.021067704,9.266243887,23,105,16.9,-52.9
1694,AL032009,               BILL, HU,18.3,-55.6,115,8/19/2009 12:00,20,0,18,44,15,1725,115,25.68168572,0.021666838,9.266243887,23,115,17.6,-54.2
1695,AL032009,               BILL, HU,19.3,-56.9,115,8/19/2009 18:00,15,0,19,44,10,1150,115,27.14701411,0.022494499,9.266243887,23,115,18.3,-55.6
1696,AL032009,               BILL, HU,20.2,-58.2,115,8/20/2009 0:00,10,0,20,44,0,0,115,28.48384738,0.023308728,9.266243887,22,115,19.3,-56.9
1697,AL032009,               BILL, HU,21.1,-59.6,115,8/20/2009 6:00,0,0,21,44,0,0,115,28.76172389,0.024109037,9.266243887,22,115,20.2,-58.2
1698,AL032009,               BILL, HU,22.1,-61,105,8/20/2009 12:00,-10,0,22,44,0,0,115,28.79987182,0.025227246,9.266243887,22,115,21.1,-59.6
1701,AL032009,               BILL, HU,25.5,-64.9,105,8/21/2009 6:00,-10,0,25,44,5,575,115,29.54568847,0.028190486,9.266243887,21,110,24.1,-63.7
1714,AL032010,             BONNIE, TD,21.5,-73.8,30,7/22/2010 6:00,NA,NA,1,15,NA,NA,NA,NA,NA,NA,51,NA,NA,NA
1715,AL032010,             BONNIE, TD,21.7,-74.4,30,7/22/2010 12:00,NA,NA,2,15,NA,NA,30,485.1251226,0.039231895,9.266243887,51,30,21.5,-73.8
1716,AL032010,             BONNIE, TD,22.2,-74.9,30,7/22/2010 18:00,NA,NA,3,15,NA,NA,30,516.4927986,0.038866522,9.266243887,51,30,21.7,-74.4
1717,AL032010,             BONNIE, TS,23.1,-75.9,35,7/23/2010 0:00,NA,NA,4,15,0,0,30,11.47058996,0.027577236,9.266243887,50,30,22.2,-74.9
1718,AL032010,             BONNIE, TS,23.8,-77.8,40,7/23/2010 6:00,10,0,5,15,5,175,35,18.25968943,0.027783011,9.266243887,50,35,23.1,-75.9
1719,AL032010,             BONNIE, TS,24.8,-79.7,35,7/23/2010 12:00,5,0,6,15,10,400,40,28.83736783,0.0282915,9.266243887,50,40,23.8,-77.8
1720,AL032010,             BONNIE, TD,25.8,-81.1,30,7/23/2010 18:00,0,0,7,15,0,0,40,35.82615914,0.029184957,9.266243887,50,35,24.8,-79.7
1723,AL032010,             BONNIE, TD,27.5,-85.9,25,7/24/2010 12:00,-10,0,10,15,0,0,40,28.66389489,0.031689105,9.266243887,49,30,26.7,-84.4
1725,AL032011,              CINDY, TD,33,-59.5,30,7/20/2011 6:00,NA,NA,1,13,NA,NA,NA,NA,NA,NA,53,NA,NA,NA
1726,AL032011,              CINDY, TS,33.4,-57,35,7/20/2011 12:00,NA,NA,2,13,NA,NA,30,246.0818818,0.03487594,9.266243887,53,30,33,-59.5
1727,AL032011,              CINDY, TS,34.5,-54.7,40,7/20/2011 18:00,NA,NA,3,13,NA,NA,35,268.4569152,0.035088273,9.266243887,53,35,33.4,-57
1728,AL032011,              CINDY, TS,35.8,-52.5,45,7/21/2011 0:00,NA,NA,4,13,10,400,40,39.50236603,0.036939142,9.266243887,52,40,34.5,-54.7
1729,AL032011,              CINDY, TS,37.4,-50.5,50,7/21/2011 6:00,20,0,5,13,10,450,45,40.89061442,0.037165132,9.266243887,52,45,35.8,-52.5
1730,AL032011,              CINDY, TS,39.4,-48.4,55,7/21/2011 12:00,20,0,6,13,10,500,50,41.40053491,0.037749115,9.266243887,52,50,37.4,-50.5
1731,AL032011,              CINDY, TS,41.3,-46.1,60,7/21/2011 18:00,20,0,7,13,10,550,55,44.92044758,0.038367464,9.266243887,52,55,39.4,-48.4
1732,AL032011,              CINDY, TS,42.6,-43.7,55,7/22/2011 0:00,10,0,8,13,10,600,60,47.9441776,0.039019939,9.266243887,51,60,41.3,-46.1
1733,AL032011,              CINDY, TS,43.8,-41.2,50,7/22/2011 6:00,0,0,9,13,0,0,60,44.2538988,0.039664205,9.266243887,51,55,42.6,-43.7
1736,AL032012,              CHRIS, TS,39.4,-58.7,40,6/19/2012 12:00,5,0,11,31,0,0,40,15.98900608,0.039233342,9.266243887,83,40,39.1,-59.6
1737,AL032012,              CHRIS, TS,39.5,-58,40,6/19/2012 18:00,0,0,12,31,0,0,40,14.31116557,0.039429534,9.266243887,83,40,39.4,-58.7
1738,AL032012,              CHRIS, TS,38.9,-56.7,40,6/20/2012 0:00,0,0,13,31,0,0,40,12.05660006,0.039579819,9.266243887,82,40,39.5,-58
1739,AL032012,              CHRIS, TS,38.3,-54.7,40,6/20/2012 6:00,0,0,14,31,0,0,40,15.09980317,0.039664205,9.266243887,82,40,38.9,-56.7
1740,AL032012,              CHRIS, TS,38.1,-52.5,45,6/20/2012 12:00,5,0,15,31,0,0,40,26.2649102,0.039691368,9.266243887,82,40,38.3,-54.7
1741,AL032012,              CHRIS, TS,38.2,-50.2,50,6/20/2012 18:00,10,0,16,31,5,225,45,31.34358774,0.039521149,9.266243887,82,45,38.1,-52.5
1742,AL032012,              CHRIS, TS,38.6,-47.5,60,6/21/2012 0:00,20,0,17,31,10,500,50,32.75609215,0.039333595,9.266243887,81,50,38.2,-50.2
1743,AL032012,              CHRIS, HU,39.5,-45.5,70,6/21/2012 6:00,30,1,18,31,15,900,60,36.62403982,0.039267239,9.266243887,81,60,38.6,-47.5
1744,AL032012,              CHRIS, HU,40.5,-43.9,75,6/21/2012 12:00,30,1,19,31,20,1400,70,35.98748344,0.039300656,9.266243887,81,70,39.5,-45.5
1745,AL032012,              CHRIS, HU,41.9,-42.9,70,6/21/2012 18:00,20,0,20,31,15,1125,75,31.1656715,0.039429534,9.266243887,81,75,40.5,-43.9
1746,AL032012,              CHRIS, TS,43.3,-42.8,60,6/22/2012 0:00,0,0,21,31,0,0,75,28.77510658,0.039691368,9.266243887,80,70,41.9,-42.9
1748,AL032013,            CHANTAL, TS,9.3,-41.4,35,7/7/2013 12:00,NA,NA,1,13,NA,NA,NA,NA,NA,NA,66,NA,NA,NA
1749,AL032013,            CHANTAL, TS,9.5,-43.8,35,7/7/2013 18:00,NA,NA,2,13,NA,NA,35,312.2328751,0.04032531,9.266243887,66,35,9.3,-41.4
1750,AL032013,            CHANTAL, TS,9.8,-46.1,35,7/8/2013 0:00,NA,NA,3,13,NA,NA,35,320.1057827,0.040392186,9.266243887,65,35,9.5,-43.8
1751,AL032013,            CHANTAL, TS,10.1,-48.4,35,7/8/2013 6:00,NA,NA,4,13,0,0,35,43.19648305,0.012897627,9.266243887,65,35,9.8,-46.1
1752,AL032013,            CHANTAL, TS,10.7,-50.6,40,7/8/2013 12:00,5,0,5,13,0,0,35,42.3685698,0.013164865,9.266243887,65,35,10.1,-48.4
1753,AL032013,            CHANTAL, TS,11.4,-52.9,45,7/8/2013 18:00,10,0,6,13,5,200,40,41.87075498,0.013564515,9.266243887,65,40,10.7,-50.6
1754,AL032013,            CHANTAL, TS,12.1,-55.2,50,7/9/2013 0:00,15,0,7,13,10,450,45,42.69938956,0.013962674,9.266243887,64,45,11.4,-52.9
1755,AL032013,            CHANTAL, TS,13,-57.7,50,7/9/2013 6:00,15,0,8,13,10,500,50,43.74977342,0.014754354,9.266243887,64,50,12.1,-55.2
1756,AL032013,            CHANTAL, TS,13.9,-60.3,55,7/9/2013 12:00,15,0,9,13,5,250,50,45.92998579,0.015669779,9.266243887,64,50,13,-57.7
1757,AL032013,            CHANTAL, TS,14.8,-62.9,55,7/9/2013 18:00,10,0,10,13,5,275,55,48.97158148,0.016575846,9.266243887,64,55,13.9,-60.3
1758,AL032013,            CHANTAL, TS,15.6,-65.6,45,7/10/2013 0:00,-5,0,11,13,5,275,55,49.65534785,0.017726169,9.266243887,63,55,14.8,-62.9
1761,AL032014,             BERTHA, TS,12.2,-54.6,40,8/1/2014 0:00,5,0,12,46,5,200,40,31.79173753,0.014754354,9.266243887,41,40,11.5,-53.1
1762,AL032014,             BERTHA, TS,13,-56.2,40,8/1/2014 6:00,5,0,13,46,0,0,40,31.10128181,0.01514779,9.266243887,41,40,12.2,-54.6
1763,AL032014,             BERTHA, TS,13.8,-58.1,45,8/1/2014 12:00,5,0,14,46,0,0,40,31.32300857,0.015799802,9.266243887,41,40,13,-56.2
1764,AL032014,             BERTHA, TS,14.5,-60.3,45,8/1/2014 18:00,5,0,15,46,5,225,45,34.90442142,0.01670449,9.266243887,41,45,13.8,-58.1
1765,AL032014,             BERTHA, TS,15.2,-62.3,45,8/2/2014 0:00,5,0,16,46,5,225,45,39.43205942,0.017726169,9.266243887,40,45,14.5,-60.3
1766,AL032014,             BERTHA, TS,15.9,-64.1,40,8/2/2014 6:00,0,0,17,46,0,0,45,39.84775089,0.018734026,9.266243887,40,45,15.2,-62.3
1769,AL032014,             BERTHA, TS,19.2,-69,40,8/3/2014 0:00,-5,0,20,46,0,0,45,36.14195152,0.021308139,9.266243887,39,40,17.9,-67.6
1770,AL032014,             BERTHA, TS,20.3,-70.4,40,8/3/2014 6:00,0,0,21,46,0,0,45,35.82243358,0.022259374,9.266243887,39,40,19.2,-69
1771,AL032014,             BERTHA, TS,21.4,-71.6,40,8/3/2014 12:00,0,0,22,46,0,0,45,33.09880765,0.02365345,9.266243887,39,40,20.3,-70.4
1772,AL032014,             BERTHA, TS,22.7,-72.5,45,8/3/2014 18:00,5,0,23,46,0,0,45,30.43108925,0.025116786,9.266243887,39,40,21.4,-71.6
1773,AL032014,             BERTHA, TS,24.1,-73.1,55,8/4/2014 0:00,15,0,24,46,5,225,45,28.67563307,0.026314714,9.266243887,38,45,22.7,-72.5
1774,AL032014,             BERTHA, TS,25.4,-73.5,60,8/4/2014 6:00,20,0,25,46,15,825,55,28.11043889,0.027473844,9.266243887,38,55,24.1,-73.1
1775,AL032014,             BERTHA, HU,26.8,-73.6,70,8/4/2014 12:00,30,1,26,46,15,900,60,26.41069087,0.028791369,9.266243887,38,60,25.4,-73.5
1776,AL032014,             BERTHA, HU,28.5,-73.6,70,8/4/2014 18:00,25,0,27,46,15,1050,70,25.36611353,0.030143863,9.266243887,38,70,26.8,-73.6
1777,AL032014,             BERTHA, HU,30.5,-73.4,65,8/5/2014 0:00,10,0,28,46,10,700,70,28.73722416,0.031335361,9.266243887,37,70,28.5,-73.6
1783,AL032014,             BERTHA, TS,39.4,-64.1,45,8/6/2014 12:00,-5,0,34,46,0,0,70,39.97157173,0.038231736,9.266243887,36,45,38.1,-66.9
1784,AL041980,              ALLEN, TD,10.8,-34.3,30,8/1/1980 0:00,NA,NA,3,46,NA,NA,25,364.7423351,0.040279541,9.266243887,40,25,10.9,-32.2
1785,AL041980,              ALLEN, TD,10.7,-36.4,30,8/1/1980 6:00,NA,NA,4,46,5,150,30,39.16951222,0.01514779,9.266243887,40,30,10.8,-34.3
1786,AL041980,              ALLEN, TD,10.7,-38.6,30,8/1/1980 12:00,5,0,5,46,5,150,30,38.27344802,0.015016827,9.266243887,40,30,10.7,-36.4
1787,AL041980,              ALLEN, TD,10.7,-40.7,30,8/1/1980 18:00,5,0,6,46,0,0,30,39.15622789,0.014885681,9.266243887,40,30,10.7,-38.6
1788,AL041980,              ALLEN, TS,11,-42.8,35,8/2/1980 0:00,5,0,7,46,0,0,30,39.15174131,0.014754354,9.266243887,39,30,10.7,-40.7
1789,AL041980,              ALLEN, TS,11.4,-44.8,45,8/2/1980 6:00,15,0,8,46,5,175,35,38.32310111,0.014754354,9.266243887,39,35,11,-42.8
1790,AL041980,              ALLEN, TS,11.9,-46.9,55,8/2/1980 12:00,25,0,9,46,15,675,45,37.84667373,0.014754354,9.266243887,39,45,11.4,-44.8
1791,AL041980,              ALLEN, TS,12.3,-49.1,60,8/2/1980 18:00,30,1,10,46,20,1100,55,38.15726131,0.01514779,9.266243887,39,55,11.9,-46.9
1792,AL041980,              ALLEN, HU,12.4,-51.4,65,8/3/1980 0:00,30,1,11,46,15,900,60,39.87666196,0.015669779,9.266243887,38,60,12.3,-49.1
1793,AL041980,              ALLEN, HU,12.6,-53.6,70,8/3/1980 6:00,25,0,12,46,10,650,65,41.02589828,0.016317955,9.266243887,38,65,12.4,-51.4
1794,AL041980,              ALLEN, HU,12.8,-55.6,80,8/3/1980 12:00,25,0,13,46,10,700,70,40.81179133,0.016832927,9.266243887,38,70,12.6,-53.6
1795,AL041980,              ALLEN, HU,12.9,-57.5,95,8/3/1980 18:00,35,1,14,46,15,1200,80,38.16088314,0.016961163,9.266243887,38,80,12.8,-55.6
1796,AL041980,              ALLEN, HU,13.3,-59.1,110,8/4/1980 0:00,45,1,15,46,25,2375,95,35.35633769,0.017217008,9.266243887,37,95,12.9,-57.5
1797,AL041980,              ALLEN, HU,13.6,-61,115,8/4/1980 6:00,45,1,16,46,30,3300,110,31.93178949,0.017472014,9.266243887,37,110,13.3,-59.1
1798,AL041980,              ALLEN, HU,14,-63,125,8/4/1980 12:00,45,1,17,46,20,2300,115,32.22750455,0.017599199,9.266243887,37,115,13.6,-61
1799,AL041980,              ALLEN, HU,14.4,-64.9,130,8/4/1980 18:00,35,1,18,46,15,1875,125,35.71102054,0.01810578,9.266243887,37,125,14,-63
1800,AL041980,              ALLEN, HU,14.8,-66.7,140,8/5/1980 0:00,30,1,19,46,15,1950,130,35.83918729,0.0184834,9.266243887,36,130,14.4,-64.9
1801,AL041980,              ALLEN, HU,15.4,-68.6,145,8/5/1980 6:00,30,1,20,46,15,2100,140,34.02464967,0.018983738,9.266243887,36,140,14.8,-66.7
1802,AL041980,              ALLEN, HU,15.9,-70.5,155,8/5/1980 12:00,30,1,21,46,15,2175,145,34.40281595,0.019480372,9.266243887,36,145,15.4,-68.6
1803,AL041980,              ALLEN, HU,16.5,-72.3,150,8/5/1980 18:00,20,0,22,46,15,2325,155,35.45144613,0.019973207,9.266243887,36,155,15.9,-70.5
1804,AL041980,              ALLEN, HU,17.8,-73.8,140,8/6/1980 0:00,0,0,23,46,5,775,155,34.50403202,0.02070513,9.266243887,35,150,16.5,-72.3
1808,AL041980,              ALLEN, HU,20.1,-81.9,135,8/7/1980 0:00,-5,0,27,46,10,1550,155,39.99476155,0.024109037,9.266243887,34,125,20,-80.1
1809,AL041980,              ALLEN, HU,20.4,-83.6,145,8/7/1980 6:00,30,1,28,46,20,3100,155,35.03949239,0.025116786,9.266243887,34,135,20.1,-81.9
1810,AL041980,              ALLEN, HU,21,-84.8,155,8/7/1980 12:00,40,1,29,46,20,3100,155,30.66127202,0.025991782,9.266243887,34,145,20.4,-83.6
1811,AL041980,              ALLEN, HU,21.8,-86.4,165,8/7/1980 18:00,40,1,30,46,20,3100,155,26.50749042,0.026099744,9.266243887,34,155,21,-84.8
1812,AL041980,              ALLEN, HU,22.2,-87.9,155,8/8/1980 0:00,20,0,31,46,20,3300,165,27.462006,0.026421719,9.266243887,33,165,21.8,-86.4
1813,AL041980,              ALLEN, HU,22.8,-89.2,130,8/8/1980 6:00,-15,0,32,46,0,0,165,28.92934552,0.02705694,9.266243887,33,155,22.2,-87.9
1816,AL041980,              ALLEN, HU,24.5,-93,145,8/9/1980 0:00,-10,0,35,46,0,0,165,24.35390229,0.028890295,9.266243887,32,130,23.9,-91.8
